dt;zid;customers_cnt_home;customers_cnt_job;customers_cnt_day;customers_cnt_move
2018.02.28;820;21;86;26;79
2018.02.28;821;70;91;56;86
2018.02.28;822;24;25;54;58
2018.02.28;823;68;24;83;35
2018.02.28;824;17;59;39;37
2018.02.28;825;36;73;78;89
2018.02.28;826;47;67;70;28
2018.02.28;827;99;76;93;95
2018.02.28;828;73;16;24;22
2018.02.28;829;8;74;76;14
2018.02.28;830;18;5;45;0
2018.02.28;831;19;86;24;10
2018.02.28;832;52;89;5;36
2018.02.28;833;86;56;28;4
2018.02.28;834;24;41;43;61
2018.02.28;835;23;74;41;64
2018.02.28;836;83;82;99;16
2018.02.28;837;22;34;61;26
2018.02.28;838;21;59;89;99
2018.02.28;839;56;88;51;51
2018.02.28;840;7;83;6;84
2018.02.28;841;18;79;79;45
2018.02.28;842;19;6;68;55
2018.02.28;843;53;86;45;52
2018.02.28;844;64;58;75;48
2018.02.28;845;13;42;42;71
2018.02.28;846;3;78;50;61
2018.02.28;847;5;68;74;62
2018.02.28;848;66;9;52;71
2018.02.28;849;93;81;90;22
2018.02.28;850;63;42;91;27
2018.02.28;851;60;93;43;42
2018.02.28;852;46;52;14;68
2018.02.28;853;69;36;87;94
2018.02.28;854;52;92;1;90
2018.02.28;855;99;90;56;96
2018.02.28;856;39;44;62;13
2018.02.28;857;52;42;61;12
2018.02.28;858;79;90;2;69
2018.02.28;859;16;46;84;1
2018.02.28;860;63;64;20;11
2018.02.28;861;67;74;96;21
2018.02.28;862;75;27;55;87
2018.02.28;863;23;56;62;58
2018.02.28;864;93;49;64;27
2018.02.28;865;4;57;40;58
2018.02.28;866;78;36;48;3
2018.02.28;867;3;63;81;36
2018.02.28;868;73;18;38;13
2018.02.28;869;49;51;14;54
2018.02.28;870;92;58;89;100
2018.02.28;871;5;38;92;4
2018.02.28;872;64;82;80;38
2018.02.28;873;8;86;39;66
2018.02.28;874;89;76;66;7
2018.02.28;875;88;61;98;35
2018.02.28;876;47;48;72;35
2018.02.28;877;31;80;20;33
2018.02.28;878;64;95;85;40
2018.02.28;879;66;31;53;99
2018.02.28;880;54;79;94;47
2018.02.28;881;73;20;60;50
2018.02.28;882;90;40;88;4
2018.02.28;883;44;45;66;87
2018.02.28;884;3;93;75;42
2018.02.28;885;28;20;78;64
2018.02.28;886;72;3;65;53
2018.02.28;887;70;33;79;99
2018.02.28;888;80;16;90;34
2018.02.28;889;76;13;66;77
2018.02.28;890;81;96;65;66
2018.02.28;891;82;81;94;95
2018.02.28;892;76;45;63;24
2018.02.28;893;74;41;72;43
2018.02.28;894;92;11;75;75
2018.02.28;895;55;61;41;74
2018.02.28;896;6;99;34;45
2018.02.28;897;39;69;30;83
2018.02.28;898;29;4;75;80
2018.02.28;899;97;2;4;36
2018.02.28;900;48;95;18;39
2018.02.28;901;80;78;96;2
2018.02.28;902;18;100;6;61
2018.02.28;903;0;98;85;59
2018.02.28;904;19;31;21;87
2018.02.28;905;51;48;74;56
2018.02.28;906;63;44;67;4
2018.02.28;907;72;67;57;2
2018.02.28;908;14;38;65;89
2018.02.28;909;20;64;12;90
2018.02.28;910;97;90;23;32
2018.02.28;911;15;60;64;55
2018.02.28;912;21;94;73;29
2018.02.28;913;65;18;67;95
2018.02.28;914;85;51;68;97
2018.02.28;915;69;8;96;16
2018.02.28;916;52;76;86;22
2018.02.28;917;47;96;18;84
2018.02.28;918;27;100;40;68
2018.02.28;919;19;35;11;33
2018.02.28;920;1;18;60;35
2018.02.28;921;56;42;99;81
2018.02.28;922;46;43;62;20
2018.02.28;923;12;60;41;28
2018.02.28;924;35;79;86;71
2018.02.28;925;43;61;25;82
2018.02.28;926;97;92;70;26
2018.02.28;927;48;88;47;17
2018.02.28;928;27;31;12;85
2018.02.28;929;49;4;80;94
2018.02.28;930;50;38;26;29
2018.02.28;931;33;21;100;49
2018.02.28;932;77;46;53;36
2018.02.28;933;89;77;35;56
2018.02.28;934;71;5;42;14
2018.02.28;935;75;49;7;36
2018.02.28;936;81;53;83;76
2018.02.28;937;49;53;15;42
2018.02.28;938;32;32;15;19
2018.02.28;939;6;88;54;82
2018.02.28;940;20;28;29;80
2018.02.28;941;66;49;55;49
2018.02.28;942;50;37;89;87
2018.02.28;943;53;52;51;27
2018.02.28;944;71;48;77;64
2018.02.28;945;28;9;71;78
2018.02.28;946;83;2;91;46
2018.02.28;947;32;75;37;27
2018.02.28;948;29;89;96;4
2018.02.28;949;73;95;100;0
2018.02.28;950;60;8;91;34
2018.02.28;951;33;94;6;83
2018.02.28;952;67;55;97;82
2018.02.28;953;28;47;79;87
2018.02.28;954;2;93;22;47
2018.02.28;955;43;25;56;60
2018.02.28;956;58;27;100;73
2018.02.28;957;7;1;59;73
2018.02.28;958;88;26;43;30
2018.02.28;959;43;87;8;37
2018.02.28;960;21;12;64;29
2018.02.28;961;80;87;80;67
2018.02.28;962;55;41;26;34
2018.02.28;963;69;31;81;26
2018.02.28;964;8;53;68;68
2018.02.28;965;15;49;74;53
2018.02.28;966;57;8;7;54
2018.02.28;967;40;8;79;19
2018.02.28;968;74;40;18;80
2018.02.28;969;86;22;1;6
2018.02.28;970;66;99;60;41
2018.02.28;971;64;96;63;27
2018.02.28;972;30;34;23;47
2018.02.28;973;87;14;26;0
2018.02.28;974;66;56;67;86
2018.02.28;975;51;59;69;3
2018.02.28;976;92;12;27;73
2018.02.28;977;75;19;84;90
2018.02.28;978;42;2;17;62
2018.02.28;979;85;60;21;87
2018.02.28;980;33;89;22;71
2018.02.28;981;65;21;98;27
2018.02.28;982;34;9;12;46
2018.02.28;983;6;84;12;68
2018.02.28;984;34;64;7;29
2018.02.28;985;62;43;36;98
2018.02.28;986;53;35;91;36
2018.02.28;987;47;70;97;100
2018.02.28;988;29;28;24;12
2018.02.28;989;84;63;87;19
2018.02.28;990;56;67;3;61
2018.02.28;991;8;58;81;23
2018.02.28;992;15;45;64;77
2018.02.28;993;77;30;8;5
2018.02.28;994;76;50;94;97
2018.02.28;995;95;24;55;63
2018.02.28;996;63;6;53;5
2018.02.28;997;78;10;72;43
2018.02.28;998;48;70;84;27
2018.02.28;999;5;37;8;38
2018.02.28;1000;74;5;38;11
2018.02.28;1001;16;15;21;38
2018.02.28;1002;27;15;36;6
2018.02.28;1003;7;94;49;69
2018.02.28;1004;59;14;21;29
2018.02.28;1005;29;31;23;9
2018.02.28;1006;18;14;95;74
2018.02.28;1007;26;53;40;96
2018.02.28;1008;49;92;57;67
2018.02.28;1009;25;3;56;60
2018.02.28;1010;45;68;63;24
2018.02.28;1011;98;2;88;16
2018.02.28;1012;35;18;12;82
2018.02.28;1013;32;73;65;22
2018.02.28;1014;25;28;25;96
2018.02.28;1015;98;78;85;55
2018.02.28;1016;76;88;66;61
2018.02.28;1017;23;75;35;88
2018.02.28;1018;37;78;39;37
2018.02.28;1019;15;45;11;75
2018.02.28;1020;63;20;14;46
2018.02.28;1021;96;95;71;39
2018.02.28;1022;10;99;36;50
2018.02.28;1023;32;2;26;8
2018.02.28;1024;50;50;31;48
2018.02.28;1025;68;36;48;28
2018.02.28;1026;6;75;46;92
2018.02.28;1027;96;33;44;47
2018.02.28;1028;24;54;66;49
2018.02.28;1029;76;62;65;0
2018.02.28;1030;100;72;37;48
2018.02.28;1031;47;89;15;69
2018.02.28;1032;32;14;36;23
2018.02.28;1033;72;35;14;16
2018.02.28;1034;39;56;57;90
2018.02.28;1035;43;69;20;39
2018.02.28;1036;14;50;70;95
2018.02.28;1037;82;26;38;50
2018.02.28;1038;5;91;45;85
2018.02.28;1039;34;40;49;72
2018.02.28;1040;58;89;35;82
2018.02.28;1041;71;19;54;66
2018.02.28;1042;3;44;14;73
2018.02.28;1043;19;90;78;18
2018.02.28;1044;1;10;77;67
2018.02.28;1045;69;4;89;76
2018.02.28;1046;49;58;58;25
2018.02.28;1047;14;18;37;41
2018.02.28;1048;94;93;54;99
2018.02.28;1049;13;73;15;54
2018.02.28;1050;65;8;34;74
2018.02.28;1051;96;58;11;100
2018.02.28;1052;46;60;74;100
2018.02.28;1053;57;21;11;93
2018.02.28;1054;51;85;0;52
2018.02.28;1055;43;47;68;69
2018.02.28;1056;53;92;84;89
2018.02.28;1057;91;95;71;71
2018.02.28;1058;81;53;60;14
2018.02.28;1059;32;65;84;80
2018.02.28;1060;22;41;32;17
2018.02.28;1061;73;1;17;36
2018.02.28;1062;17;20;52;88
2018.02.28;1063;71;84;82;34
2018.02.28;1064;65;5;99;83
2018.02.28;1065;52;62;69;93
2018.02.28;1066;14;3;32;57
2018.02.28;1067;33;88;24;72
2018.02.28;1068;10;70;69;20
2018.02.28;1069;45;53;98;1
2018.02.28;1070;11;35;99;91
2018.02.28;1071;90;2;94;58
2018.02.28;1072;15;95;27;82
2018.02.28;1073;23;57;39;67
2018.02.28;1074;44;12;80;93
2018.02.28;1075;15;98;89;20
2018.02.28;1076;58;81;24;32
2018.02.28;1077;92;50;93;83
2018.02.28;1078;21;36;45;12
2018.02.28;1079;87;2;52;59
2018.02.28;1080;20;97;46;10
2018.02.28;1081;18;35;74;47
2018.02.28;1082;47;74;100;4
2018.02.28;1083;97;51;83;88
2018.02.28;1084;12;49;15;12
2018.02.28;1085;28;77;79;52
2018.02.28;1086;94;81;25;90
2018.02.28;1087;24;21;32;56
2018.02.28;1088;13;74;62;49
2018.02.28;1089;36;75;61;21
2018.02.28;1090;77;21;64;8
2018.02.28;1091;92;36;28;46
2018.02.28;1092;41;29;2;61
2018.02.28;1093;56;48;5;28
2018.02.28;1094;91;55;49;26
2018.02.28;1095;70;76;28;14
2018.02.28;1096;60;73;32;56
2018.02.28;1097;82;91;51;23
2018.02.28;1098;68;61;98;89
2018.02.28;1099;37;11;16;55
2018.02.28;1100;77;0;10;52
2018.02.28;1101;6;33;18;15
2018.02.28;1102;93;78;79;85
2018.02.28;1103;60;91;65;37
2018.02.28;1104;88;60;81;43
2018.02.28;1105;11;41;7;1
2018.02.28;1106;94;50;15;3
2018.02.28;1107;16;57;40;82
2018.02.28;1108;5;42;23;17
2018.02.28;1109;59;89;72;17
2018.02.28;1110;24;7;36;15
2018.02.28;1111;22;77;80;2
2018.02.28;1112;65;94;17;50
2018.02.28;1113;91;86;72;18
2018.02.28;1114;35;12;60;4
2018.02.28;1115;37;38;21;66
2018.02.28;1116;7;39;5;10
2018.02.28;1117;9;62;23;11
2018.02.28;1118;75;47;50;15
2018.02.28;1119;69;23;34;79
2018.02.28;1120;18;67;84;15
2018.02.28;1121;47;78;25;58
2018.02.28;1122;51;77;62;82
2018.02.28;1123;28;0;22;21
2018.02.28;1124;90;14;82;90
2018.02.28;1125;62;20;72;5
2018.02.28;1126;82;67;92;85
2018.02.28;1127;8;46;49;6
2018.02.28;1128;95;81;76;80
2018.02.28;1129;48;4;25;53
2018.02.28;1130;47;66;6;75
2018.02.28;1131;65;37;35;50
2018.02.28;1132;60;60;19;40
2018.02.28;1133;31;48;61;49
2018.02.28;1134;18;20;72;85
2018.02.28;1135;91;39;30;26
2018.02.28;1136;71;56;88;39
2018.02.28;1137;5;50;7;39
2018.02.28;1138;36;50;56;98
2018.02.28;1139;39;38;49;29
2018.02.28;1140;52;67;0;67
2018.02.28;1141;61;83;54;80
2018.02.28;1142;6;94;21;12
2018.02.28;1143;41;85;13;7
2018.02.28;1144;21;22;48;69
2018.02.28;1145;36;13;9;18
2018.02.28;1146;86;7;17;14
2018.02.28;1147;99;95;70;74
2018.02.28;1148;3;72;45;71
2018.02.28;1149;94;43;90;79
2018.02.28;1150;85;15;89;77
2018.02.28;1151;47;15;35;98
2018.02.28;1152;5;82;15;17
2018.02.28;1153;76;5;97;65
2018.02.28;1154;35;69;0;65
2018.02.28;1155;55;92;33;36
2018.02.28;1156;90;7;52;52
2018.02.28;1157;52;90;71;42
2018.02.28;1158;97;11;11;31
2018.02.28;1159;57;28;19;72
2018.02.28;1160;100;70;96;39
2018.02.28;1161;32;16;99;40
2018.02.28;1162;81;15;47;85
2018.02.28;1163;6;1;65;97
2018.02.28;1164;64;15;11;3
2018.02.28;1165;72;55;9;4
2018.02.28;1166;57;92;82;80
2018.02.28;1167;87;99;36;68
2018.02.28;1168;42;98;52;77
2018.02.28;1169;37;97;100;64
2018.02.28;1170;48;61;24;57
2018.02.28;1171;22;66;76;21
2018.02.28;1172;64;56;31;91
2018.02.28;1173;14;41;31;31
2018.02.28;1174;82;41;69;44
2018.02.28;1175;84;82;44;91
2018.02.28;1176;14;93;68;51
2018.02.28;1177;61;73;69;14
2018.02.28;1178;46;1;99;97
2018.02.28;1179;63;26;40;67
2018.02.28;1180;44;39;54;54
2018.02.28;1181;7;61;45;60
2018.02.28;1182;44;6;22;14
2018.02.28;1183;81;97;98;88
2018.02.28;1184;67;22;53;15
2018.02.28;1185;74;57;47;14
2018.02.28;1186;63;20;33;82
2018.02.28;1187;31;89;90;42
2018.02.28;1188;45;18;90;24
2018.02.28;1189;75;50;46;57
2018.02.28;1190;84;90;97;68
2018.02.28;1191;98;20;14;76
2018.02.28;1192;76;89;97;39
2018.02.28;1193;44;38;26;58
2018.02.28;1194;64;6;95;23
2018.02.28;1195;13;32;92;50
2018.02.28;1196;44;70;73;91
2018.02.28;1197;5;95;76;73
2018.02.28;1198;26;41;23;58
2018.02.28;1199;88;13;20;44
2018.02.28;1200;10;94;69;4
2018.02.28;1201;13;88;29;45
2018.02.28;1202;97;45;1;75
2018.02.28;1203;30;32;64;97
2018.02.28;1204;77;51;96;17
2018.02.28;1205;70;27;84;71
2018.02.28;1206;23;56;95;53
2018.02.28;1207;15;33;39;4
2018.02.28;1208;40;0;50;16
2018.02.28;1209;12;87;72;12
2018.02.28;1210;13;40;16;5
2018.02.28;1211;86;97;1;85
2018.02.28;1212;59;32;48;5
2018.02.28;1213;1;38;6;44
2018.02.28;1214;84;86;20;93
2018.02.28;1215;23;69;33;69
2018.02.28;1216;60;78;87;25
2018.02.28;1217;97;32;4;17
2018.02.28;1218;30;88;72;90
2018.02.28;1219;28;72;79;20
2018.02.28;1220;69;15;24;90
2018.02.28;1221;5;37;70;19
2018.02.28;1222;90;98;76;79
2018.02.28;1223;46;9;7;29
2018.02.28;1224;81;12;56;71
2018.02.28;1225;91;33;36;48
2018.02.28;1226;43;60;39;16
2018.02.28;1227;74;30;36;27
2018.02.28;1228;8;2;10;56
2018.02.28;1229;53;90;64;51
2018.02.28;1230;57;21;81;100
2018.02.28;1231;45;33;46;53
2018.02.28;1232;17;28;10;86
2018.02.28;1233;83;92;94;14
2018.02.28;1234;57;77;8;40
2018.02.28;1235;35;39;14;65
2018.02.28;1236;10;93;32;77
2018.02.28;1237;58;96;93;76
2018.02.28;1238;83;74;12;32
2018.02.28;1239;4;18;44;83
2018.02.28;1240;49;95;21;1
2018.02.28;1241;56;89;60;87
2018.02.28;1242;53;43;20;78
2018.02.28;1243;73;41;46;34
2018.02.28;1244;95;93;95;92
2018.02.28;1245;46;31;89;63
2018.02.28;1246;56;65;43;14
2018.02.28;1247;41;38;8;35
2018.02.28;1248;96;15;32;59
2018.02.28;1249;45;81;24;70
2018.02.28;1250;98;35;29;36
2018.02.28;1251;85;87;3;15
2018.02.28;1252;98;72;19;29
2018.02.28;1253;43;35;29;58
2018.02.28;1254;47;7;84;98
2018.02.28;1255;6;41;22;54
2018.02.28;1256;16;57;84;7
2018.02.28;1257;59;34;27;45
2018.02.28;1258;65;24;24;5
2018.02.28;1259;89;32;79;69
2018.02.28;1260;21;21;96;94
2018.02.28;1261;32;78;6;70
2018.02.28;1262;61;99;58;14
2018.02.28;1263;56;93;39;10
2018.02.28;1264;1;60;64;85
2018.02.28;1265;70;58;69;97
2018.02.28;1266;89;40;63;99
2018.02.28;1267;52;42;77;41
2018.02.28;1268;16;23;35;47
2018.02.28;1269;39;53;99;69
2018.02.28;1270;84;77;7;83
2018.02.28;1271;5;81;89;74
2018.02.28;1272;62;100;72;41
2018.02.28;1273;83;60;84;16
2018.02.28;1274;13;8;13;45
2018.02.28;1275;22;53;39;7
2018.02.28;1276;37;35;58;72
2018.02.28;1277;71;50;13;17
2018.02.28;1278;79;87;74;46
2018.02.28;1279;95;4;3;72
2018.02.28;1280;68;8;98;94
2018.02.28;1281;28;94;52;80
2018.02.28;1282;20;79;88;92
2018.02.28;1283;43;69;35;75
2018.02.28;1284;96;26;44;79
2018.02.28;1285;19;74;50;15
2018.02.28;1286;71;18;13;40
2018.02.28;1287;70;9;52;22
2018.02.28;1288;43;68;54;1
2018.02.28;1289;69;58;6;97
2018.02.28;1290;95;24;96;93
2018.02.28;1291;75;82;85;84
2018.02.28;1292;36;10;37;0
2018.02.28;1293;94;6;28;81
2018.02.28;1294;47;26;85;46
2018.02.28;1295;86;23;33;81
2018.02.28;1296;80;59;16;3
2018.02.28;1297;3;43;80;22
2018.02.28;1298;53;69;91;34
2018.02.28;1299;73;28;36;35
2018.02.28;1300;96;66;77;81
2018.02.28;1301;56;71;84;29
2018.02.28;1302;36;84;75;31
2018.02.28;1303;10;78;94;42
2018.02.28;1304;64;53;72;42
2018.02.28;1305;7;81;68;68
2018.02.28;1306;96;58;18;41
2018.02.28;1307;92;87;25;4
2018.02.28;1308;60;35;46;43
2018.02.28;1309;97;16;75;57
2018.02.28;1310;77;71;64;58
2018.02.28;1311;18;7;73;24
2018.02.28;1312;63;85;87;67
2018.02.28;1313;87;85;2;78
2018.02.28;1314;43;92;85;72
2018.02.28;1315;89;91;85;0
2018.02.28;1316;46;18;14;95
2018.02.28;1317;3;0;57;30
2018.02.28;1318;8;32;74;32
2018.02.28;1319;33;9;10;82
2018.02.28;1320;58;65;12;100
2018.02.28;1321;100;42;84;32
2018.02.28;1322;75;79;6;34
2018.02.28;1323;61;80;78;41
2018.02.28;1324;54;0;59;81
2018.02.28;1325;77;17;1;79
2018.02.28;1326;100;5;6;41
2018.02.28;1327;91;50;47;61
2018.02.28;1328;96;58;59;93
2018.02.28;1329;15;71;3;90
2018.02.28;1330;52;91;89;5
2018.02.28;1331;65;49;15;50
2018.02.28;1332;64;13;5;78
2018.02.28;1333;13;22;53;8
2018.02.28;1334;80;42;14;42
2018.02.28;1335;27;28;11;0
2018.02.28;1336;12;31;58;80
2018.02.28;1337;29;89;84;12
2018.02.28;1338;80;1;46;7
2018.02.28;1339;96;68;47;94
2018.02.28;1340;76;90;82;45
2018.02.28;1341;50;36;90;3
2018.02.28;1342;57;95;77;43
2018.02.28;1343;92;34;14;88
2018.02.28;1344;53;49;97;67
2018.02.28;1345;14;49;11;56
2018.02.28;1346;50;55;98;6
2018.02.28;1347;97;67;70;50
2018.02.28;1348;56;21;70;46
2018.02.28;1349;16;9;85;29
2018.02.28;1350;28;36;59;11
2018.02.28;1351;24;90;52;96
2018.02.28;1352;33;96;25;92
2018.02.28;1353;33;72;61;62
2018.02.28;1354;50;19;89;37
2018.02.28;1355;16;99;4;55
2018.02.28;1356;14;44;84;97
2018.02.28;1357;40;74;15;6
2018.02.28;1358;10;94;8;19
2018.02.28;1359;60;1;95;100
2018.02.28;1360;31;10;60;39
2018.02.28;1361;2;93;23;72
2018.02.28;1362;8;50;21;31
2018.02.28;1363;78;34;32;85
2018.02.28;1364;75;92;99;5
2018.02.28;1365;34;69;95;56
2018.02.28;1366;85;43;6;16
2018.02.28;1367;15;45;58;25
2018.02.28;1368;62;70;39;63
2018.02.28;1369;40;100;48;43
2018.02.28;1370;1;92;80;35
2018.02.28;1371;60;55;56;27
2018.02.28;1372;3;23;34;10
2018.02.28;1373;47;31;64;58
2018.02.28;1374;72;99;10;0
2018.02.28;1375;64;49;28;17
2018.02.28;1376;64;65;93;76
2018.02.28;1377;60;57;56;5
2018.02.28;1378;31;62;18;37
2018.02.28;1379;13;56;18;73
2018.02.28;1380;90;2;30;53
2018.02.28;1381;57;100;38;24
2018.02.28;1382;35;31;37;44
2018.02.28;1383;40;40;94;51
2018.02.28;1384;61;18;37;58
2018.02.28;1385;43;29;78;76
2018.02.28;1386;72;97;9;76
2018.02.28;1387;68;45;88;43
2018.02.28;1388;69;22;53;67
2018.02.28;1389;8;70;20;71
2018.02.28;1390;48;13;91;50
2018.02.28;1391;3;47;76;92
2018.02.28;1392;51;94;92;27
2018.02.28;1393;7;21;21;69
2018.02.28;1394;45;25;89;58
2018.02.28;1395;69;98;73;57
2018.02.28;1396;49;97;41;23
2018.02.28;1397;64;66;54;81
2018.02.28;1398;62;47;25;45
2018.02.28;1399;66;8;61;56
2018.02.28;1400;88;23;8;80
2018.02.28;1401;91;85;16;82
2018.02.28;1402;62;78;61;55
2018.02.28;1403;86;52;46;61
2018.02.28;1404;9;78;10;98
2018.02.28;1405;97;57;99;92
2018.02.28;1406;87;49;1;65
2018.02.28;1407;19;14;71;20
2018.02.28;1408;18;100;96;59
2018.02.28;1409;66;63;47;77
2018.02.28;1410;70;90;96;11
2018.02.28;1411;31;16;61;38
2018.02.28;1412;19;84;65;71
2018.02.28;1413;80;86;47;40
2018.02.28;1414;4;33;99;15
2018.02.28;1415;51;61;45;50
2018.02.28;1416;34;34;40;51
2018.02.28;1417;55;93;29;68
2018.02.28;1418;96;7;81;45
2018.02.28;1419;76;82;50;11
2018.02.28;1420;99;56;23;10
2018.02.28;1421;69;61;11;84
2018.02.28;1422;6;0;70;92
2018.02.28;1423;67;9;29;71
2018.02.28;1424;24;1;77;52
2018.02.28;1425;11;94;13;38
2018.02.28;1426;7;51;40;73
2018.02.28;1427;17;16;15;47
2018.02.28;1428;53;18;79;97
2018.02.28;1429;50;14;12;6
2018.02.28;1430;75;93;91;92
2018.02.28;1431;36;26;5;37
2018.02.28;1432;3;55;48;42
2018.02.28;1433;13;16;65;84
2018.02.28;1434;65;22;97;54
2018.02.28;1435;80;16;66;60
2018.02.28;1436;10;13;4;78
2018.02.28;1437;84;23;18;76
2018.02.28;1438;32;0;78;52
2018.02.28;1439;12;52;29;84
2018.02.28;1440;28;86;83;98
2018.02.28;1441;100;44;77;42
2018.02.28;1442;43;88;52;22
2018.02.28;1443;97;91;5;60
2018.02.28;1444;36;94;82;0
2018.02.28;1445;51;95;92;44
2018.02.28;1446;31;62;35;27
2018.02.28;1447;21;83;51;21
2018.02.28;1448;13;40;87;17
2018.02.28;1449;24;96;73;10
2018.02.28;1450;27;16;82;90
2018.02.28;1451;2;50;75;59
2018.02.28;1452;72;0;25;28
2018.02.28;1453;93;97;26;93
2018.02.28;1454;68;38;32;80
2018.02.28;1455;91;23;9;17
2018.02.28;1456;57;72;6;93
2018.02.28;1457;0;61;29;13
2018.02.28;1458;70;50;13;77
2018.02.28;1459;67;80;5;28
2018.02.28;1460;33;37;92;91
2018.02.28;1461;27;36;20;91
2018.02.28;1462;87;9;66;76
2018.02.28;1463;93;63;32;43
2018.02.28;1464;44;52;95;66
2018.02.28;1465;33;23;91;11
2018.02.28;1466;57;61;52;87
2018.02.28;1467;24;94;29;77
2018.02.28;1468;99;33;2;27
2018.02.28;1469;66;74;40;90
2018.02.28;1470;25;79;29;71
2018.02.28;1471;13;56;36;97
2018.02.28;1472;81;48;69;8
2018.02.28;1473;38;51;17;41
2018.02.28;1474;38;59;23;50
2018.02.28;1475;31;23;84;81
2018.02.28;1476;73;45;87;13
2018.02.28;1477;24;80;41;5
2018.02.28;1478;48;67;13;5
2018.02.28;1479;70;29;60;96
2018.02.28;1480;47;49;58;62
2018.02.28;1481;85;71;14;66
2018.02.28;1482;14;69;31;4
2018.02.28;1483;45;22;71;34
2018.02.28;1484;81;18;55;68
2018.02.28;1485;50;18;62;43
2018.02.28;1486;97;43;19;11
2018.02.28;1487;75;89;28;55
2018.02.28;1488;35;88;81;95
2018.02.28;1489;44;57;82;3
2018.02.28;1490;45;99;31;22
2018.02.28;1491;13;0;13;73
2018.02.28;1492;51;76;22;16
2018.02.28;1493;59;65;62;41
2018.02.28;1494;85;92;52;6
2018.02.28;1495;61;35;40;5
2018.02.28;1496;98;31;29;30
2018.02.28;1497;16;66;94;60
